"selection1_Bowler_name","selection1_Bowler_overs","selection1_Bowler_Runs","selection1_Bowler_wickets","selection1_Bowler_maidens","selection1_Bowler_Economy","selection1_Bowler_Dot_balls","selection1_Bowler_Fours","selection1_Bowler_Sixes","selection1_Bowler_wide_balls","selection1_Bowler_No_balls","selection1_Bowler_Match_no","selection1_Bowler_Team"
"See all photos","","","","","","","","","","","",""
"Suyash Sharma","1","12","0","0","12.00","2","1","1","0","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Kolkata Knight Riders"
"Andre Russell","1","12","0","0","12.00","2","1","1","0","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Kolkata Knight Riders"
"Mohsin Khan","1","15","0","0","15.00","2","2","1","0","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Lucknow Super Giants"
"Naveen-ul-Haq","4","46","0","0","11.50","8","6","2","0","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Lucknow Super Giants"
"Krunal Pandya","4","30","1","0","7.50","9","5","0","0","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Krishnappa Gowtham","4","26","1","0","6.50","9","2","0","2","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Ravi Bishnoi","4","23","2","0","5.75","10","1","1","0","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Yash Thakur","3","31","2","0","10.33","9","1","3","3","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Jason Behrendorff","3","36","0","0","12.00","7","4","2","3","0","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Mumbai Indians"
"Cameron Green","1","2","0","0","2.00","4","0","0","0","0","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Mumbai Indians"
"Chris Jordan","4","42","1","0","10.50","6","5","1","1","0","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Akash Madhwal","4","37","4","0","9.25","7","4","1","0","1","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Piyush Chawla","4","39","0","0","9.75","4","3","2","0","0","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Mumbai Indians"
"Kumar Kartikeya","4","39","0","0","9.75","6","4","1","1","0","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Mumbai Indians"
"Bhuvneshwar Kumar","4","26","1","0","6.50","8","3","0","0","0","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Sunrisers Hyderabad"
"See all photos","","","","","","","","","","","",""
"Nitish Kumar Reddy","3","35","0","0","11.66","7","1","4","0","0","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Mayank Dagar","4","37","1","0","9.25","9","4","2","0","0","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Sunrisers Hyderabad"
"See all photos","","","","","","","","","","","",""
"Kartik Tyagi","2.5","41","0","0","14.47","4","6","1","0","3","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Umran Malik","3","41","0","0","13.66","3","7","1","0","0","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Vivrant Sharma","1","19","0","0","19.00","1","0","2","1","1","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Aiden Markram","0.1","1","0","0","6.00","0","0","0","0","0","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Mohammed Shami","4","39","1","0","9.75","9","7","0","1","0","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League","Gujarat Titans"
"Yash Dayal","4","39","1","0","9.75","7","5","1","0","0","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Rashid Khan","4","24","1","0","6.00","5","1","0","0","0","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Noor Ahmad","4","39","2","0","9.75","6","4","1","2","0","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Mohit Sharma","4","54","0","0","13.50","2","8","1","2","0","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League","Gujarat Titans"
"Mohammed Siraj","4","32","2","0","8.00","11","2","2","2","0","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League","Royal Challengers Bangalore"
"See all photos","","","","","","","","","","","",""
"Wayne Parnell","3.1","42","0","0","13.26","7","6","2","1","1","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Vijaykumar Vyshak","4","40","1","0","10.00","6","2","2","2","0","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League","Royal Challengers Bangalore"
"See all photos","","","","","","","","","","","",""
"Himanshu Sharma","3","28","0","0","9.33","4","3","1","0","0","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Harshal Patel","4","29","1","0","7.25","11","2","1","2","0","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League","Royal Challengers Bangalore"
"See all photos","","","","","","","","","","","",""
"Michael Bracewell","1","16","0","0","16.00","2","0","2","0","0","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Mohammed Shami","4","28","2","0","7.00","10","2","1","0","1","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Darshan Nalkande","4","44","1","0","11.00","9","4","2","0","1","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Rashid Khan","4","37","1","0","9.25","5","2","1","0","0","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Noor Ahmad","4","29","1","0","7.25","6","3","0","0","0","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Mohit Sharma","4","31","2","0","7.75","4","3","0","0","0","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League","Gujarat Titans"
"Deepak Chahar","4","29","2","0","7.25","10","2","1","3","0","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Tushar Deshpande","4","43","1","0","10.75","11","6","2","2","0","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Maheesh Theekshana","4","28","2","0","7.00","8","1","1","0","0","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Ravindra Jadeja","4","18","2","0","4.50","12","2","0","0","0","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Matheesha Pathirana","4","37","2","0","9.25","9","2","1","7","0","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Krunal Pandya","4","38","0","0","9.50","7","5","1","0","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Lucknow Super Giants"
"Krishnappa Gowtham","1","8","0","0","8.00","4","2","0","0","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Lucknow Super Giants"
"Naveen-ul-Haq","4","38","4","0","9.50","10","3","2","3","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Yash Thakur","4","34","3","0","8.50","12","3","2","2","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Mohsin Khan","3","24","1","0","8.00","9","1","2","0","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Ravi Bishnoi","4","30","0","0","7.50","4","1","1","1","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Lucknow Super Giants"
"Jason Behrendorff","3","21","0","0","7.00","7","3","0","0","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Mumbai Indians"
"Akash Madhwal","3.3","5","5","0","1.42","17","0","0","0","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Chris Jordan","2","7","1","1","3.50","9","1","0","0","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Cameron Green","3","15","0","0","5.00","7","1","0","0","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Mumbai Indians"
"Hrithik Shokeen","1","18","0","0","18.00","1","2","1","1","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Mumbai Indians"
"Piyush Chawla","4","28","1","0","7.00","9","2","1","2","0","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Jason Behrendorff","4","28","0","0","7.00","8","4","0","0","0","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Mumbai Indians"
"Cameron Green","3","35","0","0","11.66","4","3","2","0","0","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Mumbai Indians"
"Akash Madhwal","4","52","1","0","13.00","7","3","4","0","2","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Chris Jordan","4","56","0","0","14.00","6","6","3","4","0","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Mumbai Indians"
"Piyush Chawla","3","45","1","0","15.00","0","2","3","1","0","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Kumar Kartikeya","2","15","0","0","7.50","2","0","1","0","0","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Mumbai Indians"
"Mohammed Shami","3","41","2","0","13.66","6","6","2","0","0","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Hardik Pandya","2","24","0","0","12.00","4","3","1","1","0","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Gujarat Titans"
"Rashid Khan","4","33","2","0","8.25","8","5","0","1","0","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Noor Ahmad","4","35","0","0","8.75","8","1","2","1","1","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Gujarat Titans"
"Josh Little","3","26","1","0","8.66","6","2","1","1","0","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Mohit Sharma","2.2","10","5","0","4.28","9","0","1","0","0","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Deepak Chahar","4","38","1","0","9.50","5","3","1","0","0","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Tushar Deshpande","4","56","0","0","14.00","4","7","3","0","0","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League","Chennai Super Kings"
"Maheesh Theekshana","4","36","0","0","9.00","8","3","2","0","0","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League","Chennai Super Kings"
"Ravindra Jadeja","4","38","1","0","9.50","3","3","1","0","0","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Matheesha Pathirana","4","44","2","0","11.00","7","4","2","2","0","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Mohammed Shami","3","29","0","0","9.66","5","4","0","0","0","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League","Gujarat Titans"
"Hardik Pandya","1","14","0","0","14.00","1","1","1","1","0","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League","Gujarat Titans"
"Rashid Khan","3","44","0","0","14.66","2","4","3","0","0","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League","Gujarat Titans"
"Noor Ahmad","3","17","2","0","5.66","6","0","0","3","0","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Josh Little","2","30","0","0","15.00","1","0","3","0","0","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League","Gujarat Titans"
"Mohit Sharma","3","36","3","0","12.00","4","2","3","0","0","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
